plot,mothID,mothID_format,count,total_basal_all,planttype,num_hostplants,category
6,"Panopoda carneicosta Guenée, 1852",Panopoda carneicosta,1,3.209083479,wood,4,generalist
6,"Abagrotis alternata (Grote, 1864)",Abagrotis alternata,1,3.209083479,wood,9,generalist
6,"Abagrotis alternata (Grote, 1864) ",Abagrotis alternata,1,3.209083479,wood,9,generalist
6,Abagrotis anchocelioides ,Abagrotis anchocelioides,2,0,wood,2,generalist
6,Acronicta increta,Acronicta increta,2,5.684311738,wood,5,generalist
6,Acronicta ovata,Acronicta ovata,1,5.538377215,wood,6,generalist
6,"Acronicta ovata (Grote, 1873)",Acronicta ovata,1,5.538377215,wood,6,generalist
6,"Acronicta ovata (Grote, 1873)",Acronicta ovata,2,5.538377215,wood,6,generalist
6,"Actias luna (Linnaeus, 1758) ",Actias luna,1,6.307119725,wood,22,generalist
6,"Antaeotricha humilis (Zeller, 1855)",Antaeotricha humilis,2,3.209083479,wood,1,specialist
6,"Antaeotricha schlaegeri (Zeller, 1854)",Antaeotricha schlaegeri,1,3.340013828,wood,2,generalist
6,"Antaeotricha schlaegeri (Zeller, 1854)",Antaeotricha schlaegeri,7,3.340013828,wood,2,generalist
6,Argyrotaenia velutinana,Argyrotaenia velutinana,2,3.506035205,wood,18,generalist
6,"Automeris io (Fabricius, 1775)",Automeris io,4,6.178910406,wood,34,generalist
6,Blastobasis glandulella,Blastobasis glandulella,1,3.209083479,wood,3,generalist
6,"Blastobasis glandulella (Riley, 1871)",Blastobasis glandulella,2,3.209083479,wood,3,generalist
6,Caloptilia sassafrasella,Caloptilia sassafrasella,1,0,wood,1,specialist
6,"Catocala vidua (Smith, 1797) ",Catocala vidua,1,3.209083479,wood,4,generalist
6,Ceratomia amyntor,Ceratomia amyntor,1,5.372355838,wood,7,generalist
6,"Chionodes obscurusella (Chambers, 1872)",Chionodes obscurusella,1,0.166021377,wood,1,specialist
6,"Chionodes thoraceochrella (Chambers, 1872)",Chionodes thoraceochrella,1,3.209083479,wood,4,generalist
6,"Clemensia albata Packard, 1864",Clemensia albata,2,0,wood,2,generalist
6,"Clemensia albata Packard, 1864",Clemensia albata,3,0,wood,2,generalist
6,"Colocasia flavicornis (Smith, 1884)",Colocasia flavicornis,1,5.538377215,wood,8,generalist
6,"Colocasia flavicornis (Smith, 1884)",Colocasia flavicornis,5,5.538377215,wood,8,generalist
6,"Colocasia flavicornis (Smith, 1884)",Colocasia flavicornis,6,5.538377215,wood,8,generalist
6,Condylolomia participalis,Condylolomia participalis,2,0,wood,1,specialist
6,"Cydia latiferreana (Walsingham, 1879) ",Cydia latiferreana,4,5.684311738,wood,7,generalist
6,"Datana integerrima Grote & Robinson, 1866",Datana integerrima,2,5.241425489,wood,11,generalist
6,Datana ministra,Datana ministra,3,5.852450898,wood,23,generalist
6,"Datana ministra (Drury, 1773)",Datana ministra,2,5.852450898,wood,23,generalist
6,"Decantha boreasella (Chambers, 1873) ",Decantha boreasella,1,0,wood,1,specialist
6,"Drepana arcuata Walker, 1855",Drepana arcuata,1,0.130930349,wood,1,specialist
6,Dryocampa rubicunda,Dryocampa rubicunda,1,5.407446866,wood,5,generalist
6,"Dryocampa rubicunda (Fabricius, 1793)",Dryocampa rubicunda,2,5.407446866,wood,5,generalist
6,"Dryocampa rubicunda (Fabricius, 1793)",Dryocampa rubicunda,3,5.407446866,wood,5,generalist
6,"Endothenia hebesana (Walker, 1863)",Endothenia hebesana,1,0,wood,2,generalist
6,"Episimus argutana (Clemens, 1860)",Episimus argutana,1,0.130327102,wood,8,generalist
6,Eudryas grata,Eudryas grata,1,0,wood,3,generalist
6,"Eupithecia miserulata Grote, 1863 ",Eupithecia miserulata,1,3.377222639,wood,22,generalist
6,"Euzophera semifuneralis (Walker, 1863",Euzophera semifuneralis,1,3.209083479,wood,13,generalist
6,"Euzophera semifuneralis (Walker, 1863)",Euzophera semifuneralis,1,3.209083479,wood,13,generalist
6,"Halysidota tessellaris (Smith, 1797)",Halysidota tessellaris,1,6.181028189,wood,29,generalist
6,"Halysidota tessellaris (Smith, 1797) ",Halysidota tessellaris,1,6.181028189,wood,29,generalist
6,"Haploa clymene (Brown, 1776)",Haploa clymene,1,3.209083479,wood,3,generalist
6,"Hedya separatana (Kearfott, 1907)",Hedya separatana,1,0.130930349,wood,7,generalist
6,"Herpetogramma pertextalis (Lederer, 1863)",Herpetogramma pertextalis,1,0.166021377,wood,6,generalist
6,"Herpetogramma pertextalis (Lederer, 1863) ",Herpetogramma pertextalis,1,0.166021377,wood,6,generalist
6,"Heterocampa guttivitta (Walker, 1855)",Heterocampa guttivitta,2,5.980660217,wood,27,generalist
6,"Heterocampa obliqua Packard, 1864",Heterocampa obliqua,2,3.209083479,wood,1,specialist
6,"Homorthodes lindseyi (Benjamin, 1922)",Homorthodes lindseyi,1,3.209083479,wood,2,generalist
6,Hypagyrtis unipunctata,Hypagyrtis unipunctata,2,5.850333115,wood,23,generalist
6,"Hypagyrtis unipunctata (Haworth, 1809)",Hypagyrtis unipunctata,10,5.850333115,wood,23,generalist
6,"Hypagyrtis unipunctata (Haworth, 1809)",Hypagyrtis unipunctata,11,5.850333115,wood,23,generalist
6,Hyperstrotia nana,Hyperstrotia nana,1,3.209083479,wood,4,generalist
6,"Hyphantria cunea (Drury, 1773)",Hyphantria cunea,2,6.310058951,wood,48,generalist
6,"Ilexia intractata (Walker, [1863])",Ilexia intractata,2,0,wood,1,specialist
6,"Lacinipolia renigera (Stephens, 1829) ",Lacinipolia renigera,1,0,wood,4,generalist
6,"Lambdina pellucidaria (Grote & Robinson, 1867)",Lambdina pellucidaria,1,3.375104856,wood,4,generalist
6,"Lascoria ambigualis (Walker, 1866)",Lascoria ambigualis,1,3.209083479,wood,3,generalist
6,"Lochmaeus manteo Doubleday, 1841",Lochmaeus manteo,2,5.372355838,wood,12,generalist
6,"Lochmaeus manteo Doubleday, 1841",Lochmaeus manteo,3,5.372355838,wood,12,generalist
6,"Lophocampa caryae Harris, 1841",Lophocampa caryae,1,5.540494998,wood,24,generalist
6,"Lycophotia phyllophora (Grote, 1874) ",Lycophotia phyllophora,1,0.130930349,wood,5,generalist
6,Macaria aemulataria,Macaria aemulataria,1,0.296951726,wood,5,generalist
6,"Machimia tentoriferella Clemens, 1860 ",Machimia tentoriferella,1,5.850333115,wood,19,generalist
6,"Malacosoma americana (Fabricius, 1793)",Malacosoma americana,5,5.980660217,wood,24,generalist
6,"Meganola minuscula (Zeller, 1872)",Meganola minuscula,2,3.209083479,wood,2,generalist
6,"Meganola phylla (Dyar, 1898)",Meganola phylla,2,5.241425489,wood,2,generalist
6,Melanolophia canadaria,Melanolophia canadaria,1,5.666586534,wood,26,generalist
6,"Mythimna unipuncta (Haworth, 1809)",Mythimna unipuncta,1,0,wood,2,generalist
6,"Nadata gibbosa (Smith, 1797)",Nadata gibbosa,1,5.850333115,wood,12,generalist
6,"Nadata gibbosa (Smith, 1797)",Nadata gibbosa,4,5.850333115,wood,12,generalist
6,"Nadata gibbosa (Smith, 1797) ",Nadata gibbosa,3,5.850333115,wood,12,generalist
6,"Natada nasoni (Grote, 1876)",Natada nasoni,1,5.369634808,wood,8,generalist
6,"Olceclostera angelica (Grote, 1864)",Olceclostera angelica,1,0,wood,1,specialist
6,"Oligocentria semirufescens (Walker, 1865) ",Oligocentria semirufescens,1,5.538377215,wood,11,generalist
6,"Oneida lunulalis (Hulst, 1887)",Oneida lunulalis,1,5.241425489,wood,2,generalist
6,Orgyia leucostigma,Orgyia leucostigma,1,6.310058951,wood,50,generalist
6,"Orgyia leucostigma (Smith, 1797) ",Orgyia leucostigma,1,6.310058951,wood,50,generalist
6,"Palpita magniferalis (Walker, 1861)",Palpita magniferalis,2,0,wood,1,specialist
6,"Pandemis lamprosana (Robinson, 1869) ",Pandemis lamprosana,3,5.540494998,wood,14,generalist
6,Parallelia bistriaris,Parallelia bistriaris,2,3.506035205,wood,4,generalist
6,"Paralobesia liriodendrana (Kearfott, 1904)",Paralobesia liriodendrana,1,0.328577291,wood,2,generalist
6,"Phaecasiophora confixana (Walker, 1863)",Phaecasiophora confixana,1,0,wood,1,specialist
6,"Pococera asperatella (Clemens, 1860)",Pococera asperatella,1,5.407446866,wood,8,generalist
6,Prochoerodes lineola,Prochoerodes lineola,1,3.506035205,wood,18,generalist
6,"Prochoerodes lineola (Goeze, 1781)",Prochoerodes lineola,1,3.506035205,wood,18,generalist
6,"Pseudotelphusa quercinigracella (Chambers, 1872) ",Pseudotelphusa quercinigracella,1,3.209083479,wood,1,specialist
6,Psilocorsis reflexella,Psilocorsis reflexella,1,5.850333115,wood,8,generalist
6,"Psilocorsis reflexella Clemens, 1860",Psilocorsis reflexella,3,5.850333115,wood,8,generalist
6,"Psilocorsis reflexella Clemens, 1860",Psilocorsis reflexella,6,5.850333115,wood,8,generalist
6,"Psilocorsis reflexella Clemens, 1860",Psilocorsis reflexella,13,5.850333115,wood,8,generalist
6,"Pyrrharctia isabella (Smith, 1797)",Pyrrharctia isabella,1,0.296951726,wood,8,generalist
6,"Renia adspergillus (Bosc, [1800])",Renia adspergillus,2,0,wood,2,generalist
6,"Schizura ipomaeae Doubleday, 1841",Schizura ipomaeae,1,5.540494998,wood,26,generalist
6,Sciota uvinella,Sciota uvinella,1,0,wood,1,specialist
6,"Scolecocampa liburna (Geyer, 1837) ",Scolecocampa liburna,1,3.53766077,wood,7,generalist
6,Scopula limboundata,Scopula limboundata,2,0.002117783,wood,9,generalist
6,Speranza pustularia,Speranza pustularia,1,3.506035205,wood,4,generalist
6,"Spilosoma virginica (Fabricius, 1798",Spilosoma virginica,2,0.608907626,wood,18,generalist
6,"Spilosoma virginica (Fabricius, 1798)",Spilosoma virginica,1,0.608907626,wood,18,generalist
6,"Spilosoma virginica (Fabricius, 1798) ",Spilosoma virginica,1,0.608907626,wood,18,generalist
6,"Tortricidia testacea Packard, 1864",Tortricidia testacea,2,5.668704317,wood,11,generalist
6,"Xestia dolosa Franclemont, 1980",Xestia dolosa,1,0,wood,8,generalist
6,"Xestia dolosa Franclemont, 1980",Xestia dolosa,2,0.166021377,wood,8,generalist
7,"Besma quercivoraria (Guenée, [1858])",Besma quercivoraria,1,5.355411949,wood,7,generalist
7,"Iridopsis larvaria (Guenée, [1858])",Iridopsis larvaria,3,0.358431618,wood,12,generalist
7,"Hypomecis umbrosaria (Hübner, [1813])",Hypomecis umbrosaria,3,3.530999378,wood,2,generalist
7,"Abagrotis alternata (Grote, 1864) ",Abagrotis alternata,1,3.334392076,wood,9,generalist
7,"Idia americalis (Guenée, 1854) ",Idia americalis,1,0,wood,3,generalist
7,"Udea rubigalis (Guenée, 1854)",Udea rubigalis,1,0,wood,1,specialist
7,"Acharia stimulea (Clemens, 1860)",Acharia stimulea,1,5.204638611,wood,31,generalist
7,"Palthis angulalis (Hübner, 1796)",Palthis angulalis,1,0.384653626,wood,18,generalist
7,"Melanolophia canadaria (Guenée, [1858])",Melanolophia canadaria,3,5.400758182,wood,26,generalist
7,"Agrotis ipsilon (Hufnagel, 1766)",Agrotis ipsilon,1,0,wood,4,generalist
7,"Antaeotricha schlaegeri (Zeller, 1854)",Antaeotricha schlaegeri,2,3.530999378,wood,2,generalist
7,"Argyrotaenia velutinana (Walker, 1863)",Argyrotaenia velutinana,1,3.692823694,wood,18,generalist
7,"Automeris io (Fabricius, 1775)",Automeris io,1,5.758599388,wood,34,generalist
7,"Baileya australis (Grote, 1881)",Baileya australis,1,0,wood,1,specialist
7,"Blastobasis glandulella (Riley, 1871)",Blastobasis glandulella,1,3.334392076,wood,3,generalist
7,"Blastobasis glandulella (Riley, 1871)",Blastobasis glandulella,2,3.334392076,wood,3,generalist
7,"Callosamia angulifera (Walker, 1855)",Callosamia angulifera,1,0.400094192,wood,6,generalist
7,"Ceratomia undulosa (Walker, 1856)",Ceratomia undulosa,1,3.334392076,wood,5,generalist
7,"Choristoneura rosaceana (Harris, 1841)",Choristoneura rosaceana,1,5.382044679,wood,29,generalist
7,Clemensia albata,Clemensia albata,1,0,wood,2,generalist
7,"Clemensia albata Packard, 1864",Clemensia albata,1,0,wood,2,generalist
7,"Clemensia albata Packard, 1864",Clemensia albata,2,0,wood,2,generalist
7,"Clemensia albata Packard, 1864 ",Clemensia albata,1,0,wood,2,generalist
7,"Colocasia flavicornis (Smith, 1884)",Colocasia flavicornis,2,10.71659967,wood,8,generalist
7,"Colocasia propinquilinea (Grote, 1873)",Colocasia propinquilinea,1,5.358299835,wood,10,generalist
7,"Colocasia propinquilinea (Grote, 1873) ",Colocasia propinquilinea,1,5.358299835,wood,10,generalist
7,"Datana integerrima Grote & Robinson, 1866",Datana integerrima,2,4.997185692,wood,11,generalist
7,"Datana ministra (Drury, 1773)",Datana ministra,1,5.384727204,wood,23,generalist
7,"Dryocampa rubicunda (Fabricius, 1793)",Dryocampa rubicunda,2,5.158804647,wood,5,generalist
7,"Elaphria versicolor (Grote, 1875)",Elaphria versicolor,1,0.358226257,wood,7,generalist
7,"Elophila obliteralis (Walker, 1859)",Elophila obliteralis,1,0,wood,1,specialist
7,"Epicallima argenticinctella (Clemens, 1860)",Epicallima argenticinctella,2,3.334392076,wood,4,generalist
7,"Epimecis hortaria (Fabricius, 1794)",Epimecis hortaria,1,0.400209707,wood,9,generalist
7,"Eubaphe mendica (Walker, 1854) ",Eubaphe mendica,1,0.161618955,wood,2,generalist
7,"Euchlaena marginaria (Minot, 1869)",Euchlaena marginaria,1,0.196812663,wood,9,generalist
7,"Eupithecia miserulata Grote, 1863",Eupithecia miserulata,2,3.522643761,wood,22,generalist
7,Glyptocera consobrinella,Glyptocera consobrinella,2,0.000205361,wood,1,specialist
7,"Halysidota tessellaris (Smith, 1797)",Halysidota tessellaris,1,5.782511087,wood,29,generalist
7,"Halysidota tessellaris (Smith, 1797)",Halysidota tessellaris,2,5.782511087,wood,29,generalist
7,"Haploa clymene (Brown, 1776)",Haploa clymene,1,3.334392076,wood,3,generalist
7,Harrisimemna trisignata,Harrisimemna trisignata,1,0.000205361,wood,13,generalist
7,"Herpetogramma pertextalis (Lederer, 1863)",Herpetogramma pertextalis,1,0.161618955,wood,6,generalist
7,"Herpetogramma pertextalis (Lederer, 1863) ",Herpetogramma pertextalis,2,0.161618955,wood,6,generalist
7,"Heterocampa guttivitta (Walker, 1855)",Heterocampa guttivitta,1,5.427557767,wood,27,generalist
7,"Heterocampa obliqua Packard, 1864",Heterocampa obliqua,1,3.334392076,wood,1,specialist
7,Heterocampa umbrata,Heterocampa umbrata,1,3.334392076,wood,5,generalist
7,Hypagyrtis unipunctata,Hypagyrtis unipunctata,2,5.355411949,wood,23,generalist
7,"Hypagyrtis unipunctata (Haworth, 1809)",Hypagyrtis unipunctata,5,5.355411949,wood,23,generalist
7,"Hypagyrtis unipunctata (Haworth, 1809)",Hypagyrtis unipunctata,6,5.355411949,wood,23,generalist
7,"Hypagyrtis unipunctata (Haworth, 1809)",Hypagyrtis unipunctata,7,5.355411949,wood,23,generalist
7,Hypena palparia,Hypena palparia,1,3.337279962,wood,4,generalist
7,"Hypena palparia Walker, 1861 ",Hypena palparia,1,3.337279962,wood,4,generalist
7,"Hypena scabra (Fabricius, 1798)",Hypena scabra,2,0.358431618,wood,10,generalist
7,Hyperstrotia pervertens,Hyperstrotia pervertens,1,4.997185692,wood,3,generalist
7,"Hyphantria cunea (Drury, 1773)",Hyphantria cunea,2,5.860214482,wood,48,generalist
7,Iridopsis larvaria,Iridopsis larvaria,1,0.358431618,wood,12,generalist
7,"Lacinipolia renigera (Stephens, 1829)",Lacinipolia renigera,1,0,wood,4,generalist
7,"Leucania ursula (Forbes, 1936)",Leucania ursula,1,0,wood,1,specialist
7,"Lochmaeus manteo Doubleday, 1841",Lochmaeus manteo,1,5.193792994,wood,12,generalist
7,"Lochmaeus manteo Doubleday, 1841",Lochmaeus manteo,4,5.193792994,wood,12,generalist
7,Macaria aemulataria,Macaria aemulataria,1,0.358226257,wood,5,generalist
7,"Macaria multilineata Packard, 1873",Macaria multilineata,1,0,wood,1,specialist
7,"Macrurocampa marthesia (Cramer, 1780)",Macrurocampa marthesia,1,5.158804647,wood,6,generalist
7,"Malacosoma americana (Fabricius, 1793)",Malacosoma americana,13,5.427352406,wood,24,generalist
7,Melanolophia canadaria,Melanolophia canadaria,2,5.400758182,wood,26,generalist
7,"Metarranthis indeclinata (Walker, 1861)",Metarranthis indeclinata,1,0,wood,1,specialist
7,"Mythimna unipuncta (Haworth, 1809)",Mythimna unipuncta,1,0,wood,2,generalist
7,"Nadata gibbosa (Smith, 1797)",Nadata gibbosa,2,10.7108239,wood,12,generalist
7,"Olethreutes olivaceana (Fernald, 1882)",Olethreutes olivaceana,2,0,wood,1,specialist
7,"Orgyia leucostigma (Smith, 1797)",Orgyia leucostigma,1,5.860214482,wood,50,generalist
7,"Orgyia leucostigma (Smith, 1797) ",Orgyia leucostigma,2,5.860214482,wood,50,generalist
7,"Orthonama obstipata (Fabricius, 1794)",Orthonama obstipata,1,0,wood,1,specialist
7,"Palpita magniferalis (Walker, 1861)",Palpita magniferalis,1,0,wood,1,specialist
7,"Palpita magniferalis (Walker, 1861)",Palpita magniferalis,7,0,wood,1,specialist
7,"Pandemis lamprosana (Robinson, 1869)",Pandemis lamprosana,2,5.384727204,wood,14,generalist
7,Paralobesia liriodendrana,Paralobesia liriodendrana,1,0.400094192,wood,2,generalist
7,"Paralobesia liriodendrana (Kearfott, 1904)",Paralobesia liriodendrana,1,0.400094192,wood,2,generalist
7,"Phaecasiophora confixana (Walker, 1863)",Phaecasiophora confixana,3,0.000115515,wood,1,specialist
7,"Phyllocnistis liriodendronella Clemens, 1863",Phyllocnistis liriodendronella,1,0.400094192,wood,2,generalist
7,"Platynota idaeusalis (Walker, 1859)",Platynota idaeusalis,1,0.196812663,wood,10,generalist
7,"Prochoerodes lineola (Goeze, 1781)",Prochoerodes lineola,1,3.692823694,wood,18,generalist
7,Psilocorsis reflexella,Psilocorsis reflexella,2,5.355411949,wood,8,generalist
7,"Psilocorsis reflexella Clemens, 1860",Psilocorsis reflexella,2,5.355411949,wood,8,generalist
7,"Psilocorsis reflexella Clemens, 1860",Psilocorsis reflexella,9,5.355411949,wood,8,generalist
7,"Psilocorsis reflexella Clemens, 1860",Psilocorsis reflexella,10,5.355411949,wood,8,generalist
7,"Pyrrharctia isabella (Smith, 1797)",Pyrrharctia isabella,4,0.358431618,wood,8,generalist
7,"Pyrrharctia isabella (Smith, 1797) ",Pyrrharctia isabella,1,0.358431618,wood,8,generalist
7,"Schizura leptinoides (Grote, 1864)",Schizura leptinoides,2,5.239306082,wood,14,generalist
7,"Sciota uvinella (Ragonot, 1887)",Sciota uvinella,1,0,wood,1,specialist
7,Scopula inductata,Scopula inductata,1,0,wood,1,specialist
7,"Scopula limboundata (Haworth, 1809)",Scopula limboundata,1,0.026427369,wood,9,generalist
7,"Spilosoma virginica (Fabricius, 1798",Spilosoma virginica,1,0.358226257,wood,18,generalist
7,"Spilosoma virginica (Fabricius, 1798)",Spilosoma virginica,1,0.358226257,wood,18,generalist
7,"Symmerista albifrons (Smith, 1797)",Symmerista albifrons,1,5.355411949,wood,10,generalist
7,"Tortricidia testacea Packard, 1864",Tortricidia testacea,1,5.42446452,wood,11,generalist
7,"Bleptina caradrinalis Guenée, 1854 ",Bleptina caradrinalis,1,3.334392076,wood,4,generalist
7,"Athetis tarda (Guenée, 1852)",Athetis tarda,6,3.334392076,wood,2,generalist
7,"Abagrotis anchocelioides (Guenée, 1852)",Abagrotis anchocelioides,1,0,wood,2,generalist
7,"Desmia funeralis (Hübner, 1796) ",Desmia funeralis,1,0,wood,2,generalist
7,"Autographa precationis (Guenée, 1852) ",Autographa precationis,1,0,wood,1,specialist
7,"Hyperaeschra georgica (Herrich-Schäffer, 1855)",Hyperaeschra georgica,1,3.334392076,wood,1,specialist
7,"Eulithis gracilineata (Guenée, [1858])",Eulithis gracilineata,1,0,wood,3,generalist
7,"Panopoda carneicosta Guenée, 1852",Panopoda carneicosta,1,3.334392076,wood,4,generalist
7,"Hyperstrotia nana (Hübner, 1818)",Hyperstrotia nana,2,3.334392076,wood,4,generalist
7,"Lithacodes fasciola (Herrich-Schäffer, 1854)",Lithacodes fasciola,1,5.400925037,wood,15,generalist
7,"Zale horrida Hübner, 1819",Zale horrida,1,0.000205361,wood,1,specialist
7,"Anavitrinella pampinaria (Guenée, [1858])",Anavitrinella pampinaria,1,3.69571158,wood,20,generalist
7,"Parasa chloris (Herrich-Schäffer, 1854)",Parasa chloris,1,5.193792994,wood,13,generalist
8,"Bleptina caradrinalis Guenée, 1854 ",Bleptina caradrinalis,1,4.456085637,wood,4,generalist
8,"Cabera variolaria Guenée, [1858]",Cabera variolaria,1,0.119365969,wood,2,generalist
8,"Allotria elonympha (Hübner, 1818)",Allotria elonympha,1,0.180884365,wood,3,generalist
8,"Cabera erythemaria Guenée, [1858]",Cabera erythemaria,2,0.336894403,wood,3,generalist
8,"Panopoda rufimargo (Hübner, 1818)",Panopoda rufimargo,2,4.791067618,wood,5,generalist
8,"Nemoria bistriaria Hübner, 1818",Nemoria bistriaria,2,4.619488664,wood,5,generalist
8,"Hypomecis umbrosaria (Hübner, [1813])",Hypomecis umbrosaria,1,4.500122695,wood,2,generalist
8,"Elaphria grata Hübner, 1818 ",Elaphria grata,1,4.163228292,wood,3,generalist
8,"Tetracis cachexiata Guenée, [1858]",Tetracis cachexiata,1,5.054481356,wood,20,generalist
8,"Iridopsis larvaria (Guenée, [1858])",Iridopsis larvaria,2,0.841350389,wood,12,generalist
8,"Abagrotis alternata (Grote, 1864)",Abagrotis alternata,1,4.456085637,wood,9,generalist
8,"Abagrotis alternata (Grote, 1864) ",Abagrotis alternata,3,4.456085637,wood,9,generalist
8,Acronicta increta,Acronicta increta,1,4.835104676,wood,5,generalist
8,"Agrotis ipsilon (Hufnagel, 1766)",Agrotis ipsilon,1,0.119365969,wood,4,generalist
8,Antaeotricha schlaegeri,Antaeotricha schlaegeri,1,4.500122695,wood,2,generalist
8,Argyrotaenia velutinana,Argyrotaenia velutinana,1,4.83763318,wood,18,generalist
8,"Blastobasis glandulella (Riley, 1871)",Blastobasis glandulella,2,4.336719668,wood,3,generalist
8,"Catocala grynea (Cramer, 1779)",Catocala grynea,1,4.282594261,wood,5,generalist
8,"Chionodes fuscomaculella (Chambers, 1872)",Chionodes fuscomaculella,1,4.671701649,wood,3,generalist
8,"Chionodes pereyra Clarke, 1947",Chionodes pereyra,1,4.163228292,wood,1,specialist
8,"Chionodes thoraceochrella (Chambers, 1872)",Chionodes thoraceochrella,3,4.282594261,wood,4,generalist
8,"Choristoneura rosaceana (Harris, 1841)",Choristoneura rosaceana,2,5.348545197,wood,29,generalist
8,"Clemensia albata Packard, 1864",Clemensia albata,1,0,wood,2,generalist
8,"Coleophora querciella Clemens, 1861",Coleophora querciella,1,0.125282927,wood,3,generalist
8,"Colocasia flavicornis (Smith, 1884)",Colocasia flavicornis,2,5.261164173,wood,8,generalist
8,"Colocasia flavicornis (Smith, 1884)",Colocasia flavicornis,3,5.261164173,wood,8,generalist
8,"Datana drexelii Edwards, 1884",Datana drexelii,1,0.363783834,wood,6,generalist
8,"Datana integerrima Grote & Robinson, 1866",Datana integerrima,1,4.671701649,wood,11,generalist
8,"Datana major Grote & Robinson, 1866",Datana major,1,0.00243866,wood,5,generalist
8,"Datana perspicua Grote & Robinson, 1865",Datana perspicua,2,4.163228292,wood,2,generalist
8,"Dryocampa rubicunda (Fabricius, 1793)",Dryocampa rubicunda,1,4.708846285,wood,5,generalist
8,"Dryocampa rubicunda (Fabricius, 1793) ",Dryocampa rubicunda,1,4.708846285,wood,5,generalist
8,"Epiblema strenuana (Walker, 1863)",Epiblema strenuana,1,0,wood,1,specialist
8,"Epicallima argenticinctella (Clemens, 1860)",Epicallima argenticinctella,1,4.336719668,wood,4,generalist
8,"Epimecis hortaria (Fabricius, 1794)",Epimecis hortaria,1,5.425324469,wood,9,generalist
8,"Eudryas grata (Fabricius, 1793)",Eudryas grata,2,0,wood,3,generalist
8,"Euplexia benesimilis McDunnough, 1922",Euplexia benesimilis,2,0.337857032,wood,6,generalist
8,"Gretchena deludana (Clemens, 1864)",Gretchena deludana,1,0.173491376,wood,1,specialist
8,"Halysidota tessellaris (Smith, 1797)",Halysidota tessellaris,2,10.79072209,wood,29,generalist
8,"Halysidota tessellaris (Smith, 1797) ",Halysidota tessellaris,3,10.79072209,wood,29,generalist
8,"Hedya separatana (Kearfott, 1907)",Hedya separatana,1,0.456260372,wood,7,generalist
8,Herpetogramma pertextalis,Herpetogramma pertextalis,1,0.217181887,wood,6,generalist
8,"Holcocera chalcofrontella Clemens, 1863",Holcocera chalcofrontella,1,0,wood,2,generalist
8,"Hypagyrtis unipunctata (Haworth, 1809)",Hypagyrtis unipunctata,2,5.344514991,wood,23,generalist
8,"Hypagyrtis unipunctata (Haworth, 1809)",Hypagyrtis unipunctata,3,5.344514991,wood,23,generalist
8,"Hypagyrtis unipunctata (Haworth, 1809)",Hypagyrtis unipunctata,6,5.344514991,wood,23,generalist
8,"Hyperstrotia pervertens (Barnes & McDunnough, 1918)",Hyperstrotia pervertens,1,4.498210273,wood,3,generalist
8,"Ilexia intractata (Walker, [1863])",Ilexia intractata,1,0.000628917,wood,1,specialist
8,"Lacinipolia renigera (Stephens, 1829)",Lacinipolia renigera,1,0,wood,4,generalist
8,"Lascoria ambigualis (Walker, 1866)",Lascoria ambigualis,1,4.163857209,wood,3,generalist
8,Lochmaeus manteo,Lochmaeus manteo,1,5.01451301,wood,12,generalist
8,Macaria aemulataria,Macaria aemulataria,1,0.666896384,wood,5,generalist
8,"Malacosoma americana (Fabricius, 1793)",Malacosoma americana,3,5.390567152,wood,24,generalist
8,"Meganola phylla (Dyar, 1898)",Meganola phylla,4,4.498210273,wood,2,generalist
8,Melanolophia canadaria,Melanolophia canadaria,2,5.371404422,wood,26,generalist
8,"Nadata gibbosa (Smith, 1797)",Nadata gibbosa,1,5.338598033,wood,12,generalist
8,"Oligocentria lignicolor (Walker, 1855) ",Oligocentria lignicolor,1,5.165106657,wood,6,generalist
8,"Oligocentria semirufescens (Walker, 1865)",Oligocentria semirufescens,2,5.165106657,wood,11,generalist
8,"Oneida lunulalis (Hulst, 1887)",Oneida lunulalis,3,4.498210273,wood,2,generalist
8,"Orgyia leucostigma (Smith, 1797)",Orgyia leucostigma,1,10.82592863,wood,50,generalist
8,Palpita magniferalis,Palpita magniferalis,1,0,wood,1,specialist
8,"Palpita magniferalis (Walker, 1861)",Palpita magniferalis,2,0,wood,1,specialist
8,Panopoda rufimargo,Panopoda rufimargo,1,4.791067618,wood,5,generalist
8,"Paralobesia liriodendrana (Kearfott, 1904)",Paralobesia liriodendrana,1,5.406790656,wood,2,generalist
8,Pero ancetaria,Pero ancetaria,2,0.666896384,wood,5,generalist
8,Phaecasiophora confixana,Phaecasiophora confixana,2,0,wood,1,specialist
8,Phaeoura quernaria,Phaeoura quernaria,1,4.838480294,wood,10,generalist
8,"Platynota idaeusalis (Walker, 1859)",Platynota idaeusalis,2,0.457223001,wood,10,generalist
8,Psilocorsis reflexella,Psilocorsis reflexella,5,5.225149022,wood,8,generalist
8,"Psilocorsis reflexella Clemens, 1860",Psilocorsis reflexella,1,5.225149022,wood,8,generalist
8,"Psilocorsis reflexella Clemens, 1860",Psilocorsis reflexella,7,5.225149022,wood,8,generalist
8,"Psilocorsis reflexella Clemens, 1860",Psilocorsis reflexella,10,5.225149022,wood,8,generalist
8,"Pyrrharctia isabella (Smith, 1797) ",Pyrrharctia isabella,1,0.667859013,wood,8,generalist
8,Spilosoma virginica,Spilosoma virginica,2,0.84038776,wood,18,generalist
